item,itemID,type,choices,complexity_category,definition
bucket,item_410,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bucket
buidéal,item_411,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,buidéal
bottle,item_412,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bottle
casúr,item_413,CLOTHES,produces; doesn't produce,,casúr
hammer,item_414,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,hammer
ceamara,item_415,CLOTHES,produces; doesn't produce,,ceamara
camara,item_416,CLOTHES,produces; doesn't produce,,camara
cíor,item_417,CLOTHES,produces; doesn't produce,,cíor
comb,item_418,CLOTHES,produces; doesn't produce,,comb
kettle,item_419,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,kettle_citeal_ie
fíochán,item_420,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,fíochán_shciarsúr
tissue,item_421,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,tissue
folúsghlantóir,item_422,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,folúsghlantóir
hoover,item_423,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,hoover
fónphóca,item_424,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,fónphóca
mobilephone,item_425,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,mobilephone
fork,item_426,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,fork_forc_ie
gallúnach,item_427,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,gallúnach
soap,item_428,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,soap
gloine,item_429,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,gloine
glass,item_430,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,glass
lampa,item_431,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,lampa
lamp,item_432,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,lamp
leigheas,item_433,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,leigheas
medicine,item_434,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,medicine
mála,item_435,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,mála
bag,item_436,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,bag
mapa,item_437,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,mapa_léarscáil
map,item_438,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,map
muga,item_439,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,muga
mug,item_440,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,mug
páipéar,item_441,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,páipéar
paper,item_442,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,paper
pingin,item_443,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,pingin
penny,item_444,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,penny_cent
pictúir,item_445,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,pictúir
picture,item_446,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,picture
radio,item_447,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,radio_radio_ie
sáspan,item_448,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,sáspan
saucepan,item_449,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,saucepan
scáthán,item_450,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,scáthán
mirror,item_451,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,mirror
scian,item_452,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,scian
knife,item_453,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,knife
sconna,item_454,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,sconna
tap,item_455,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,tap
scuab,item_456,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,scuab
brush,item_457,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,brush
scualfiacla,item_458,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,scualfiacla
toothbrush,item_459,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,toothbrush
shampooie,item_460,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,shampooie
siosúr,item_461,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,siosúr
scissors,item_462,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,scissors
solas,item_463,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,solas
light,item_464,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,light
spúnóg,item_465,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,spúnóg
spoon,item_466,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,spoon
taephota,item_467,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,taephota
teapot,item_468,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,teapot
taosfiacla,item_469,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,taosfiacla
toothpaste,item_470,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,toothpaste
teileafón,item_471,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,teileafón_guthán
telephone,item_472,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,telephone
clog,item_473,CLOTHES,produces; doesn't produce,,clog
clock,item_474,CLOTHES,produces; doesn't produce,,clock
crúiscín,item_475,CLOTHES,produces; doesn't produce,,crúiscín
jug,item_476,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,jug
cupán,item_477,CLOTHES,produces; doesn't produce,,cupán
cup,item_478,CLOTHES,produces; doesn't produce,,cup
eochair,item_479,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,eochair_eochracha
key,item_480,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,key_s
piliúr,item_481,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,piliúr
pillow,item_482,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,pillow
planda,item_483,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,planda_luibh
plant,item_484,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,plant
pláta,item_485,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,pláta
plate,item_486,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,plate
pota,item_487,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,pota
pot,item_488,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,pot
tape,item_489,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,tape_téip_DVD
túaille,item_490,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,túaille
towel,item_491,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,towel
uaireadóir,item_492,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,uaireadóir
watch,item_493,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,watch
beithilín,item_494,FURNITURE AND ROOMS,produces; doesn't produce,,beithilín_máinséar
cot,item_495,CLOTHES,produces; doesn't produce,,cot
cathaoir,item_496,CLOTHES,produces; doesn't produce,,cathaoir
chair,item_497,CLOTHES,produces; doesn't produce,,chair
cathaoirard,item_498,CLOTHES,produces; doesn't produce,,cathaoirard
highchair,item_499,FURNITURE AND ROOMS,produces; doesn't produce,,highchair
cistin,item_500,CLOTHES,produces; doesn't produce,,cistin
kitchen,item_501,FURNITURE AND ROOMS,produces; doesn't produce,,kitchen
cith,item_502,CLOTHES,produces; doesn't produce,,cith_fholcadh
shower,item_503,FURNITURE AND ROOMS,produces; doesn't produce,,shower
cófra,item_504,CLOTHES,produces; doesn't produce,,cófra_preas
cupboard,item_505,CLOTHES,produces; doesn't produce,,cupboard_press
cuisneoir,item_506,CLOTHES,produces; doesn't produce,,cuisneoir
fridge,item_507,FURNITURE AND ROOMS,produces; doesn't produce,,fridge
doirteal,item_508,FURNITURE AND ROOMS,produces; doesn't produce,,doirteal_báisín
sink,item_509,FURNITURE AND ROOMS,produces; doesn't produce,,sink
doras,item_510,FURNITURE AND ROOMS,produces; doesn't produce,,doras
door,item_511,FURNITURE AND ROOMS,produces; doesn't produce,,door
folcadán,item_512,FURNITURE AND ROOMS,produces; doesn't produce,,folcadán_dabhach
bath,item_513,FURNITURE AND ROOMS,produces; doesn't produce,,bath
fuinneog,item_514,FURNITURE AND ROOMS,produces; doesn't produce,,fuinneog
window,item_515,FURNITURE AND ROOMS,produces; doesn't produce,,window
garáise,item_516,FURNITURE AND ROOMS,produces; doesn't produce,,garáise
garage,item_517,FURNITURE AND ROOMS,produces; doesn't produce,,garage
leaba,item_518,FURNITURE AND ROOMS,produces; doesn't produce,,leaba_leabaigh
bed,item_519,FURNITURE AND ROOMS,produces; doesn't produce,,bed
leithreas,item_520,FURNITURE AND ROOMS,produces; doesn't produce,,leithreas
toilet,item_521,TOYS,produces; doesn't produce,,toilet
meaisínníócháín,item_522,FURNITURE AND ROOMS,produces; doesn't produce,,meaisínníócháín
washingmachine,item_523,FURNITURE AND ROOMS,produces; doesn't produce,,washingmachine
oigheann,item_524,OUTSIDE THINGS,produces; doesn't produce,,oigheann
oven,item_525,OUTSIDE THINGS,produces; doesn't produce,,oven
potabeag,item_526,PEOPLE *or words used in your family,produces; doesn't produce,,potabeag
potty,item_527,PEOPLE *or words used in your family,produces; doesn't produce,,potty
seomra,item_528,FURNITURE AND ROOMS,produces; doesn't produce,,seomra
room,item_529,FURNITURE AND ROOMS,produces; doesn't produce,,room
seomrafolctha,item_530,FURNITURE AND ROOMS,produces; doesn't produce,,seomrafolctha
bathroom,item_531,FURNITURE AND ROOMS,produces; doesn't produce,,bathroom
seomraleapa,item_532,FURNITURE AND ROOMS,produces; doesn't produce,,seomraleapa
bedroom,item_533,FURNITURE AND ROOMS,produces; doesn't produce,,bedroom
seomrasuí,item_534,FURNITURE AND ROOMS,produces; doesn't produce,,seomrasuí
sittingroom,item_535,FURNITURE AND ROOMS,produces; doesn't produce,,sittingroom
seomrasúgartha,item_536,FURNITURE AND ROOMS,produces; doesn't produce,,seomrasúgartha
playroom,item_537,PEOPLE *or words used in your family,produces; doesn't produce,,playroom
sorn,item_538,FURNITURE AND ROOMS,produces; doesn't produce,,sorn
cooker,item_539,CLOTHES,produces; doesn't produce,,cooker
staighre,item_540,FURNITURE AND ROOMS,produces; doesn't produce,,staighre
stairs,item_541,FURNITURE AND ROOMS,produces; doesn't produce,,stairs
stól,item_542,FURNITURE AND ROOMS,produces; doesn't produce,,stól
stool,item_543,FURNITURE AND ROOMS,produces; doesn't produce,,stool
tarraicéan,item_544,TOYS,produces; doesn't produce,,tarraicéan
drawer,item_545,FURNITURE AND ROOMS,produces; doesn't produce,,drawer
teilifís,item_546,TOYS,produces; doesn't produce,,teilifís
television,item_547,TOYS,produces; doesn't produce,,television
tine,item_548,TOYS,produces; doesn't produce,,tine
fire,item_549,FURNITURE AND ROOMS,produces; doesn't produce,,fire
tolg,item_550,TOYS,produces; doesn't produce,,tolg_cúits
couch,item_551,CLOTHES,produces; doesn't produce,,couch_sofa
urlár,item_552,FURNITURE AND ROOMS,produces; doesn't produce,,urlár
floor,item_553,FURNITURE AND ROOMS,produces; doesn't produce,,floor
báisteach,item_554,OUTSIDE THINGS,produces; doesn't produce,,báisteach
rain,item_555,OUTSIDE THINGS,produces; doesn't produce,,rain
bata,item_556,OUTSIDE THINGS,produces; doesn't produce,,bata_maide
stick,item_557,TOYS,produces; doesn't produce,,stick
bláth,item_558,OUTSIDE THINGS,produces; doesn't produce,,bláth
flower,item_559,OUTSIDE THINGS,produces; doesn't produce,,flower
bothán,item_560,OUTSIDE THINGS,produces; doesn't produce,,bothán_sciobóil
shed,item_561,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,shed
bóthar,item_562,OUTSIDE THINGS,produces; doesn't produce,,bóthar
road,item_563,OUTSIDE THINGS,produces; doesn't produce,,road
brat(ach),item_564,OUTSIDE THINGS,produces; doesn't produce,,brat(ach)
flag,item_565,OUTSIDE THINGS,produces; doesn't produce,,flag
buicéad,item_566,OUTSIDE THINGS,produces; doesn't produce,,buicéad
bucket,item_567,OUTSIDE THINGS,produces; doesn't produce,,bucket
carraig,item_568,CLOTHES,produces; doesn't produce,,carraig
rock,item_569,OUTSIDE THINGS,produces; doesn't produce,,rock
ceo,item_570,CLOTHES,produces; doesn't produce,,ceo
fog,item_571,OUTSIDE THINGS,produces; doesn't produce,,fog
claí,item_572,CLOTHES,produces; doesn't produce,,claí_sconsa
fence,item_573,OUTSIDE THINGS,produces; doesn't produce,,fence
cloch,item_574,CLOTHES,produces; doesn't produce,,cloch
stone,item_575,TOYS,produces; doesn't produce,,stone
cosán,item_576,CLOTHES,produces; doesn't produce,,cosán_páile
foothpath,item_577,OUTSIDE THINGS,produces; doesn't produce,,foothpath
crann,item_578,CLOTHES,produces; doesn't produce,,crann
tree,item_579,TOYS,produces; doesn't produce,,tree
díon,item_580,OUTSIDE THINGS,produces; doesn't produce,,díon
roof,item_581,OUTSIDE THINGS,produces; doesn't produce,,roof
dréimire,item_582,OUTSIDE THINGS,produces; doesn't produce,,dréimire
ladder,item_583,OUTSIDE THINGS,produces; doesn't produce,,ladder
falla,item_584,OUTSIDE THINGS,produces; doesn't produce,,falla_balla
wall,item_585,OUTSIDE THINGS,produces; doesn't produce,,wall
farraige,item_586,OUTSIDE THINGS,produces; doesn't produce,,farraige
sea,item_587,OUTSIDE THINGS,produces; doesn't produce,,sea
féar,item_588,OUTSIDE THINGS,produces; doesn't produce,,féar
grass,item_589,OUTSIDE THINGS,produces; doesn't produce,,grass
fearsneachta,item_590,OUTSIDE THINGS,produces; doesn't produce,,fearsneachta
snowman,item_591,OUTSIDE THINGS,produces; doesn't produce,,snowman
gaineamh,item_592,OUTSIDE THINGS,produces; doesn't produce,,gaineamh
sand,item_593,OUTSIDE THINGS,produces; doesn't produce,,sand
gairdín,item_594,OUTSIDE THINGS,produces; doesn't produce,,gairdín
garden,item_595,OUTSIDE THINGS,produces; doesn't produce,,garden
gaoth,item_596,OUTSIDE THINGS,produces; doesn't produce,,gaoth
wind,item_597,OUTSIDE THINGS,produces; doesn't produce,,wind
gealach,item_598,OUTSIDE THINGS,produces; doesn't produce,,gealach_ré
moon,item_599,OUTSIDE THINGS,produces; doesn't produce,,moon
geata,item_600,OUTSIDE THINGS,produces; doesn't produce,,geata
gate,item_601,OUTSIDE THINGS,produces; doesn't produce,,gate
grian,item_602,OUTSIDE THINGS,produces; doesn't produce,,grian
sun,item_603,OUTSIDE THINGS,produces; doesn't produce,,sun
laí,item_604,OUTSIDE THINGS,produces; doesn't produce,,laí_sluasaid
shovel,item_605,SMALL HOUSEHOLD ITEMS,produces; doesn't produce,,shovel
linnsnámha,item_606,OUTSIDE THINGS,produces; doesn't produce,,linnsnámha
(swimming)pool,item_607,OUTSIDE THINGS,produces; doesn't produce,,(swimming)pool
loch,item_608,OUTSIDE THINGS,produces; doesn't produce,,loch_lochán
pond,item_609,OUTSIDE THINGS,produces; doesn't produce,,pond
luascán,item_610,OUTSIDE THINGS,produces; doesn't produce,,luascán
swings,item_611,OUTSIDE THINGS,produces; doesn't produce,,swings
réalta,item_612,OUTSIDE THINGS,produces; doesn't produce,,réalta
stars,item_613,TOYS,produces; doesn't produce,,stars
scamall,item_614,CLOTHES,produces; doesn't produce,,scamall
cloud,item_615,CLOTHES,produces; doesn't produce,,cloud
sceach,item_616,CLOTHES,produces; doesn't produce,,sceach
bush,item_617,OUTSIDE THINGS,produces; doesn't produce,,bush
simléar,item_618,OUTSIDE THINGS,produces; doesn't produce,,simléar
chimney,item_619,CLOTHES,produces; doesn't produce,,chimney
sleamhnán,item_620,OUTSIDE THINGS,produces; doesn't produce,,sleamhnán
slide,item_621,OUTSIDE THINGS,produces; doesn't produce,,slide
sneachta,item_622,OUTSIDE THINGS,produces; doesn't produce,,sneachta
snow,item_623,OUTSIDE THINGS,produces; doesn't produce,,snow
spéir,item_624,OUTSIDE THINGS,produces; doesn't produce,,spéir
sky,item_625,OUTSIDE THINGS,produces; doesn't produce,,sky
sráid,item_626,OUTSIDE THINGS,produces; doesn't produce,,sráid
street,item_627,TOYS,produces; doesn't produce,,street
uisce,item_628,OUTSIDE THINGS,produces; doesn't produce,,uisce
water,item_629,OUTSIDE THINGS,produces; doesn't produce,,water
abhaile,item_630,PLACES TO GO,produces; doesn't produce,,abhaile_baile
home,item_631,PLACES TO GO,produces; doesn't produce,,home
aifreann,item_632,PLACES TO GO,produces; doesn't produce,,aifreann
mass,item_633,PLACES TO GO,produces; doesn't produce,,mass
amuigh,item_634,PLACES TO GO,produces; doesn't produce,,amuigh
outside,item_635,PLACES TO GO,produces; doesn't produce,,outside
campáil,item_636,PLACES TO GO,produces; doesn't produce,,campáil
camping,item_637,PLACES TO GO,produces; doesn't produce,,camping
cathair,item_638,PLACES TO GO,produces; doesn't produce,,cathair_bailemór
city,item_639,PLACES TO GO,produces; doesn't produce,,city_town
coillte,item_640,PLACES TO GO,produces; doesn't produce,,coillte_coill
forest,item_641,PLACES TO GO,produces; doesn't produce,,forest
cóisir,item_642,PLACES TO GO,produces; doesn't produce,,cóisir
party,item_643,PLACES TO GO,produces; doesn't produce,,party
feirm,item_644,PLACES TO GO,produces; doesn't produce,,feirm
farm,item_645,PLACES TO GO,produces; doesn't produce,,farm
gort,item_646,PLACES TO GO,produces; doesn't produce,,gort_garraí
field,item_647,PLACES TO GO,produces; doesn't produce,,field
istigh,item_648,PLACES TO GO,produces; doesn't produce,,istigh
inside,item_649,PLACES TO GO,produces; doesn't produce,,inside
obair,item_650,PLACES TO GO,produces; doesn't produce,,obair
work,item_651,PLACES TO GO,produces; doesn't produce,,work
ospidéal,item_652,PLACES TO GO,produces; doesn't produce,,ospidéal
hospital,item_653,PLACES TO GO,produces; doesn't produce,,hospital
páirc,item_654,PLACES TO GO,produces; doesn't produce,,páirc
park,item_655,PLACES TO GO,produces; doesn't produce,,park
naíonra,item_656,PLACES TO GO,produces; doesn't produce,,naíonra
playschool,item_657,PLACES TO GO,produces; doesn't produce,,playschool
naíolann,item_658,PLACES TO GO,produces; doesn't produce,,naíolann
creche,item_659,PLACES TO GO,produces; doesn't produce,,creche
picnicie,item_660,PLACES TO GO,produces; doesn't produce,,picnicie
scoil,item_661,PLACES TO GO,produces; doesn't produce,,scoil
school,item_662,PLACES TO GO,produces; doesn't produce,,school
siopa,item_663,PLACES TO GO,produces; doesn't produce,,siopa
shop,item_664,PLACES TO GO,produces; doesn't produce,,shop
circus,item_665,PLACES TO GO,produces; doesn't produce,,circus_sorcas_ie
teach,item_666,PLACES TO GO,produces; doesn't produce,,teach_tigh
house,item_667,PLACES TO GO,produces; doesn't produce,,house
trá,item_668,PLACES TO GO,produces; doesn't produce,,trá_tráigh
beach,item_669,PLACES TO GO,produces; doesn't produce,,beach
zú,item_670,PLACES TO GO,produces; doesn't produce,,zú
zoo,item_671,PLACES TO GO,produces; doesn't produce,,zoo
ainmféinanpháiste,item_672,ANIMALS (Real or toy),produces; doesn't produce,,ainmféinanpháiste
childsownname,item_673,CLOTHES,produces; doesn't produce,,childsownname
ainmfeighlípáistí,item_674,ANIMALS (Real or toy),produces; doesn't produce,,ainmfeighlípáistí
babysittername,item_675,ANIMALS (Real or toy),produces; doesn't produce,,babysittername
ainmpeata,item_676,ANIMALS (Real or toy),produces; doesn't produce,,ainmpeata
petname,item_677,PREPOSITIONAL PRONOUNS (IRISH ONLY),produces; doesn't produce,,petname
aintín,item_678,ANIMALS (Real or toy),produces; doesn't produce,,aintín
aunty,item_679,ANIMALS (Real or toy),produces; doesn't produce,,aunty
bean,item_680,PEOPLE *or words used in your family,produces; doesn't produce,,bean
woman,item_681,OUTSIDE THINGS,produces; doesn't produce,,woman
